poi_id,ict_id,ground_distance,order
dd214ea7-eb13-4400-907b-b4f9c320b1ae,0b7e128c-f459-4d22-815f-0e5edbf9bf06,1627,3
34cb2c0a-8709-4603-afe6-76f630165788,1f80e199-c0dd-4090-944a-d857d689ee0f,4277,1
34cb2c0a-8709-4603-afe6-76f630165788,5ef608e3-60c4-4894-8ac2-57ab0d0e55c9,9120,2
2e783986-86c8-40c6-905c-837d9112f4f7,144e8fc3-5bbf-4867-b6e7-67dac7dad7e4,814,1
2e783986-86c8-40c6-905c-837d9112f4f7,786cabc6-e800-409d-931f-fe3d1e33b522,1154,2
2e783986-86c8-40c6-905c-837d9112f4f7,82e53aaa-57c5-4437-898c-3c8d5c2e8336,1811,3
c571aaff-74e9-41d4-8e51-e0aab8fffe1f,9c3f9c22-3cdb-41ce-8c9d-f52ce96c4daa,535,1
c571aaff-74e9-41d4-8e51-e0aab8fffe1f,1fd92561-71d6-4f82-a50b-314eaeb2bb3a,1550,2
c571aaff-74e9-41d4-8e51-e0aab8fffe1f,513c3ccb-6937-45ba-8f49-e8b7bb12423a,1945,3
e8fc47f3-4cc1-4e0e-8483-095a08f064e0,9c3f9c22-3cdb-41ce-8c9d-f52ce96c4daa,1395,1
e8fc47f3-4cc1-4e0e-8483-095a08f064e0,487da0fa-b139-470b-9062-fc769b2808f4,1957,2
e8fc47f3-4cc1-4e0e-8483-095a08f064e0,c39c4afa-010e-41da-a1c4-020fe349c7a3,2315,3
b32e5cdd-cc23-4748-9c61-c62201237bf6,,,1
7e7edbb0-41db-4dda-b507-37cb0493d1fa,e7356954-eb7e-444d-adde-ea48e0e81129,1523,1
7e7edbb0-41db-4dda-b507-37cb0493d1fa,a2f0e1d1-0db2-40ba-adb9-c59a1b1fbc8f,3322,2
9be3e912-c023-4888-847f-f74ab5085a94,54f7a596-d5a1-4031-84c5-5d4b61b7cbca,1319,1
9be3e912-c023-4888-847f-f74ab5085a94,b8f4d0b2-ca90-446a-804e-9b30410c4533,2744,2
9be3e912-c023-4888-847f-f74ab5085a94,f448eb06-a5b3-4343-859c-5a2d27ffe253,5291,3
c30b6800-1281-4cee-8dd9-ba3e5c5802fd,5b199afc-f1e3-46f6-919f-c19a45896853,1581,1
c30b6800-1281-4cee-8dd9-ba3e5c5802fd,f7412e93-8fb4-4abf-a298-8fb0876a97f5,2682,2
c30b6800-1281-4cee-8dd9-ba3e5c5802fd,4ea23bde-9f03-4e96-871d-59276323e1c2,3734,3
1fa23b03-6f38-49e7-98de-c0d5a352d05a,316c680a-a233-4552-a65b-c1e913f033d9,270,1
1fa23b03-6f38-49e7-98de-c0d5a352d05a,0e502cce-2109-4556-8f3c-d10d7de839be,2575,2
1fa23b03-6f38-49e7-98de-c0d5a352d05a,6f33c3f1-bfe0-425b-a6bb-8bff1dba24ff,2740,3
6e4190d2-b21e-4c48-8cde-59bb39329f62,5b199afc-f1e3-46f6-919f-c19a45896853,3753,1
6e4190d2-b21e-4c48-8cde-59bb39329f62,e7356954-eb7e-444d-adde-ea48e0e81129,3816,2
6e4190d2-b21e-4c48-8cde-59bb39329f62,c499b119-ebc9-4302-a96e-ebd46cf34f6e,5167,3
03116452-1288-434e-83d5-fed21199c4a8,194a1da5-5c5b-40ab-8529-3896e18d32af,1079,1
03116452-1288-434e-83d5-fed21199c4a8,57698fd5-3769-41e9-b2e8-085aefd88b66,1341,2
03116452-1288-434e-83d5-fed21199c4a8,559811e1-d2d0-4767-a412-8e09f61a6d25,2928,3
4c67727a-4af9-46ef-a98d-5ce5f843163d,,,1
08d556b6-931d-4029-a82c-e651113c6d63,f7412e93-8fb4-4abf-a298-8fb0876a97f5,3442,1
1472ba6a-9a43-4921-a751-efedc0e5fcf4,acd467fd-70c9-4e80-ae6a-98caa5af0dcd,505,1
1472ba6a-9a43-4921-a751-efedc0e5fcf4,58621e78-67aa-4cab-ac81-2480d28f6cf0,9540,2
1472ba6a-9a43-4921-a751-efedc0e5fcf4,94407b64-f245-470e-b118-e8c8c2953fc7,10450,3
292f0d20-f275-44f5-a40f-cf0e80c3a067,b73da8f1-6805-465c-813c-48d491331849,1084,1
292f0d20-f275-44f5-a40f-cf0e80c3a067,23131082-f9bf-4ab5-91b3-23111c4bf241,2713,3
292f0d20-f275-44f5-a40f-cf0e80c3a067,0222b6a7-350c-46b2-95fd-a3e1c61ee847,2658,2
d3a1fe88-51a0-4558-a376-5c614106e50b,487da0fa-b139-470b-9062-fc769b2808f4,6323,1
d3a1fe88-51a0-4558-a376-5c614106e50b,c792a57c-917b-4ecf-8e8f-c89f26361d6b,6747,2
d3a1fe88-51a0-4558-a376-5c614106e50b,c39c4afa-010e-41da-a1c4-020fe349c7a3,7190,3
80995085-677e-40c5-a7eb-3e6be9c04193,b7e54fbf-12f0-4795-8b99-fa36fee9747a,336,1
80995085-677e-40c5-a7eb-3e6be9c04193,5ef608e3-60c4-4894-8ac2-57ab0d0e55c9,10271,2
f4757abf-5db7-4f0e-a7cc-0c437012a72e,,,1
b4129fb7-6eff-4f64-9302-d56ca0ffd434,5ef608e3-60c4-4894-8ac2-57ab0d0e55c9,639,1
b4129fb7-6eff-4f64-9302-d56ca0ffd434,b8f4d0b2-ca90-446a-804e-9b30410c4533,973,2
b4129fb7-6eff-4f64-9302-d56ca0ffd434,a29f05b1-4402-4735-8f88-f9a7ddd325fb,1036,3
019d2f45-228e-4943-b302-1af7cb2ae820,,,1
5b9fbca7-20b7-4b7a-8555-1be8137a8e12,559811e1-d2d0-4767-a412-8e09f61a6d25,1286,1
5b9fbca7-20b7-4b7a-8555-1be8137a8e12,57698fd5-3769-41e9-b2e8-085aefd88b66,2327,2
5b9fbca7-20b7-4b7a-8555-1be8137a8e12,40e67918-f75f-4a0f-970b-424a85a7859a,3741,3
d4e50261-9303-4b9b-8f52-ed9d7903dd58,513c3ccb-6937-45ba-8f49-e8b7bb12423a,463,1
d4e50261-9303-4b9b-8f52-ed9d7903dd58,c792a57c-917b-4ecf-8e8f-c89f26361d6b,800,2
d4e50261-9303-4b9b-8f52-ed9d7903dd58,9c3f9c22-3cdb-41ce-8c9d-f52ce96c4daa,1310,3
8dc18b71-d2aa-4396-aed1-3918a7c78302,9bf2da9d-9ce0-45d5-8274-dc8a36aa2645,1278,1
f1258afa-9fe6-46f8-89a4-75826b810986,4de24eb6-f9ad-4f93-95ea-d39d19d57de0,1874,1
f1258afa-9fe6-46f8-89a4-75826b810986,3dc41fb4-667b-4673-b553-2998678bb0e3,2977,3
f1258afa-9fe6-46f8-89a4-75826b810986,22d699dd-ade7-497f-9730-432fa3700c46,2937,2
8c0900aa-9916-48a2-81a7-783bb859d57c,8a4cfe6a-ce1a-4096-84dc-be09b32b8567,5007,1
8c0900aa-9916-48a2-81a7-783bb859d57c,1f80e199-c0dd-4090-944a-d857d689ee0f,5995,2
8c0900aa-9916-48a2-81a7-783bb859d57c,6bcfa4f5-5adb-4667-9789-73b22a9a1af9,7839,3
04da0ba1-3b87-4a8e-bb66-72ac9a19f1cd,4de24eb6-f9ad-4f93-95ea-d39d19d57de0,924,1
04da0ba1-3b87-4a8e-bb66-72ac9a19f1cd,22d699dd-ade7-497f-9730-432fa3700c46,1903,2
04da0ba1-3b87-4a8e-bb66-72ac9a19f1cd,86818972-6723-46e5-9916-af01c2be5383,2148,3
316677be-d43e-4119-ac88-7b54e561fb17,cd272128-4c9b-4ef7-b909-6f8eea7c0efc,2674,1
316677be-d43e-4119-ac88-7b54e561fb17,bb096899-b7a2-482a-9f58-7dbbb86d0cd3,4056,3
316677be-d43e-4119-ac88-7b54e561fb17,7ef7da58-1464-499a-8ad3-ea784e07446a,3959,2
d37197f2-d992-4674-a45f-4edfec32eb68,d3943d1d-2fd9-4e0e-82b3-e0d977692844,7323,1
cda6e0d7-8641-4943-94e7-997c3a504b43,513c3ccb-6937-45ba-8f49-e8b7bb12423a,989,1
cda6e0d7-8641-4943-94e7-997c3a504b43,6bcfa4f5-5adb-4667-9789-73b22a9a1af9,1822,2
cda6e0d7-8641-4943-94e7-997c3a504b43,c792a57c-917b-4ecf-8e8f-c89f26361d6b,2076,3
8955c08a-d3a8-4dd0-872a-09489285a97a,,,1
1e1ce347-2c9a-42a9-8cad-29811f0a9f8e,a4c3eba3-efee-4b4a-86aa-08e76a013113,2436,1
1e1ce347-2c9a-42a9-8cad-29811f0a9f8e,f448eb06-a5b3-4343-859c-5a2d27ffe253,2462,2
1e1ce347-2c9a-42a9-8cad-29811f0a9f8e,4de24eb6-f9ad-4f93-95ea-d39d19d57de0,3187,3
cf36cf3c-dc91-4d53-8f30-5a9a5c4e7200,,,1
9c0cf673-558f-47f4-b008-68872ebfd0a1,19d2196d-3b4a-4dea-b5f2-ad9280714af0,1026,1
9c0cf673-558f-47f4-b008-68872ebfd0a1,4ea23bde-9f03-4e96-871d-59276323e1c2,2985,2
9c0cf673-558f-47f4-b008-68872ebfd0a1,f7412e93-8fb4-4abf-a298-8fb0876a97f5,4307,3
f9394e7c-c097-4bd1-98c1-c36ab13dde8e,144e8fc3-5bbf-4867-b6e7-67dac7dad7e4,785,1
f9394e7c-c097-4bd1-98c1-c36ab13dde8e,786cabc6-e800-409d-931f-fe3d1e33b522,979,2
f9394e7c-c097-4bd1-98c1-c36ab13dde8e,cf18352b-f1f9-47e4-877a-8cc1b7cca651,1398,3
18f3f320-cd31-4249-829c-71d90dc9a918,,,1
c397425a-2403-401c-a663-74d40571c94a,487da0fa-b139-470b-9062-fc769b2808f4,2146,1
c397425a-2403-401c-a663-74d40571c94a,1fd92561-71d6-4f82-a50b-314eaeb2bb3a,4010,2
c397425a-2403-401c-a663-74d40571c94a,0b7e128c-f459-4d22-815f-0e5edbf9bf06,4038,3
77e031da-1d23-48c2-853e-25d1830dabd1,300a1494-68dc-4cb7-9825-1b8d98f07c6e,2789,1
77e031da-1d23-48c2-853e-25d1830dabd1,194a1da5-5c5b-40ab-8529-3896e18d32af,4077,2
77e031da-1d23-48c2-853e-25d1830dabd1,0222b6a7-350c-46b2-95fd-a3e1c61ee847,5338,3
4bb7174d-f3a5-485b-bd5d-423a370c713d,4ea23bde-9f03-4e96-871d-59276323e1c2,628,1
4bb7174d-f3a5-485b-bd5d-423a370c713d,f7412e93-8fb4-4abf-a298-8fb0876a97f5,936,2
4bb7174d-f3a5-485b-bd5d-423a370c713d,ad9f5591-f2fd-4ec6-a35f-31c4fb8d7013,1695,3
0b373675-de87-476b-9262-a0f7d9fe97c7,300a1494-68dc-4cb7-9825-1b8d98f07c6e,1864,1
0b373675-de87-476b-9262-a0f7d9fe97c7,23131082-f9bf-4ab5-91b3-23111c4bf241,2343,2
0b373675-de87-476b-9262-a0f7d9fe97c7,ee2c797f-0987-4a5d-8b19-20d30e0d33a5,2640,3
775b863e-688e-45e8-b12e-956a3144bd35,b73da8f1-6805-465c-813c-48d491331849,902,1
775b863e-688e-45e8-b12e-956a3144bd35,0222b6a7-350c-46b2-95fd-a3e1c61ee847,2633,2
775b863e-688e-45e8-b12e-956a3144bd35,23131082-f9bf-4ab5-91b3-23111c4bf241,2836,3
e34166df-938f-4a6a-8297-8e62472c190a,,,1
a11c1795-c1ad-4000-8ddf-23879414c25d,1f80e199-c0dd-4090-944a-d857d689ee0f,6447,1
a11c1795-c1ad-4000-8ddf-23879414c25d,5ef608e3-60c4-4894-8ac2-57ab0d0e55c9,11333,2
a11c1795-c1ad-4000-8ddf-23879414c25d,54f7a596-d5a1-4031-84c5-5d4b61b7cbca,11688,3
20de2790-fc66-422b-a12f-6a5f65c00470,9b7721b1-6a5e-43a2-8f80-1acb26fe8bc9,1652,1
20de2790-fc66-422b-a12f-6a5f65c00470,3dc41fb4-667b-4673-b553-2998678bb0e3,1997,2
20de2790-fc66-422b-a12f-6a5f65c00470,d3943d1d-2fd9-4e0e-82b3-e0d977692844,2945,3
ef55a242-71c2-4895-9d7f-7cc87011cc24,a4c3eba3-efee-4b4a-86aa-08e76a013113,2261,1
ef55a242-71c2-4895-9d7f-7cc87011cc24,b8f4d0b2-ca90-446a-804e-9b30410c4533,3714,2
ef55a242-71c2-4895-9d7f-7cc87011cc24,86818972-6723-46e5-9916-af01c2be5383,3796,3
8212c26b-ccf0-4c70-8c8b-0bd759f2cbff,4d34a5ce-ee40-4a87-86f1-8b0d6291d09c,3042,1
005e4a38-ee50-41b2-a7ba-fd8fd86c5179,0b7e128c-f459-4d22-815f-0e5edbf9bf06,4246,1
005e4a38-ee50-41b2-a7ba-fd8fd86c5179,51d1fd1e-9f9f-4306-86ce-b481ea158cbc,10990,2
005e4a38-ee50-41b2-a7ba-fd8fd86c5179,d06017e7-a685-4ad1-be7e-2222dabec53e,15407,3
ba2f6994-38f1-4619-a7ee-4c6569749c21,300a1494-68dc-4cb7-9825-1b8d98f07c6e,896,1
ba2f6994-38f1-4619-a7ee-4c6569749c21,ee2c797f-0987-4a5d-8b19-20d30e0d33a5,1034,2
ba2f6994-38f1-4619-a7ee-4c6569749c21,0222b6a7-350c-46b2-95fd-a3e1c61ee847,1956,3
19e7719f-cf3d-456a-9aac-b00ec55013e1,fb251990-900a-4d68-bc54-a6eee459cfd0,2786,1
19e7719f-cf3d-456a-9aac-b00ec55013e1,13414708-c17e-4de8-ad66-bd810ec9767e,3923,2
bbd7b668-8b8e-4b87-ac89-64a54c379f53,,,1
f1de709c-0da1-4ea3-b1d7-7cb3336246b3,9c3f9c22-3cdb-41ce-8c9d-f52ce96c4daa,1202,1
f1de709c-0da1-4ea3-b1d7-7cb3336246b3,487da0fa-b139-470b-9062-fc769b2808f4,1902,3
f1de709c-0da1-4ea3-b1d7-7cb3336246b3,1fd92561-71d6-4f82-a50b-314eaeb2bb3a,1829,2
760b035f-e361-4d37-a95f-5b6f7ac93bbf,e2e79fa7-3b7b-4e6c-8cfe-f9aed4ca8e21,389,1
760b035f-e361-4d37-a95f-5b6f7ac93bbf,a65c910b-4128-45d7-bf6c-9fa71814e48e,673,3
760b035f-e361-4d37-a95f-5b6f7ac93bbf,39f646da-909f-4322-826e-cd7a8dbf26b6,665,2
9dc15aa9-7e95-4b6f-ac9e-1b891c458ea5,b7e54fbf-12f0-4795-8b99-fa36fee9747a,1052,1
9dc15aa9-7e95-4b6f-ac9e-1b891c458ea5,8a4cfe6a-ce1a-4096-84dc-be09b32b8567,5380,2
9dc15aa9-7e95-4b6f-ac9e-1b891c458ea5,1f80e199-c0dd-4090-944a-d857d689ee0f,6894,3
be8f9691-55af-4940-97d8-10d548687c18,bb91980b-c9bb-46ba-81f5-3f18f4540ef8,176,1
be8f9691-55af-4940-97d8-10d548687c18,0334328f-7fcf-4c40-8570-8a2587488d22,873,2
be8f9691-55af-4940-97d8-10d548687c18,ad9f5591-f2fd-4ec6-a35f-31c4fb8d7013,1070,3
5a88dfd9-2448-4643-8446-ec81f79f236e,dfc3dbe8-ec80-4a71-9305-61a4384c91d6,930,1
5a88dfd9-2448-4643-8446-ec81f79f236e,23131082-f9bf-4ab5-91b3-23111c4bf241,1314,2
5a88dfd9-2448-4643-8446-ec81f79f236e,0222b6a7-350c-46b2-95fd-a3e1c61ee847,1797,3
867858ee-0194-44a4-9131-e0521a37c6e6,8a4cfe6a-ce1a-4096-84dc-be09b32b8567,3638,1
867858ee-0194-44a4-9131-e0521a37c6e6,1f80e199-c0dd-4090-944a-d857d689ee0f,4563,2
867858ee-0194-44a4-9131-e0521a37c6e6,5ef608e3-60c4-4894-8ac2-57ab0d0e55c9,9368,3
74529871-b1ea-4c57-8874-709bf7554e64,,,1
7e46c9a8-b75f-4513-8418-4fb058a32b0f,d06017e7-a685-4ad1-be7e-2222dabec53e,1470,1
7e46c9a8-b75f-4513-8418-4fb058a32b0f,eaf88620-bbe3-4e6b-8935-d2faae7abb80,5293,2
7e46c9a8-b75f-4513-8418-4fb058a32b0f,dfc3dbe8-ec80-4a71-9305-61a4384c91d6,14199,3
033ae344-5dde-4ee7-8abd-9c83729197bf,227de9dd-240d-47c6-a2f6-91f1fc9a77e8,610,1
f01b7a6c-8d4e-4a7c-89f8-ef79eff4aab5,,,1
3c1b571e-ab30-4c81-832d-51bdfef51bba,0b7e128c-f459-4d22-815f-0e5edbf9bf06,591,1
3c1b571e-ab30-4c81-832d-51bdfef51bba,1fd92561-71d6-4f82-a50b-314eaeb2bb3a,1325,2
3c1b571e-ab30-4c81-832d-51bdfef51bba,166dd518-eb60-49fa-bcf3-d53b8a932de9,2274,3
f8e815fd-fcbe-4607-9ae0-f5fa0d56c8d8,2a93aa5f-1b07-4e1b-ab61-4e89f497c619,788,1
f8e815fd-fcbe-4607-9ae0-f5fa0d56c8d8,7ef7da58-1464-499a-8ad3-ea784e07446a,1091,2
f8e815fd-fcbe-4607-9ae0-f5fa0d56c8d8,300a1494-68dc-4cb7-9825-1b8d98f07c6e,1772,3
d94433a9-0da0-4fd5-af57-ddfb321fc525,487da0fa-b139-470b-9062-fc769b2808f4,1085,2
d94433a9-0da0-4fd5-af57-ddfb321fc525,c39c4afa-010e-41da-a1c4-020fe349c7a3,1073,1
d94433a9-0da0-4fd5-af57-ddfb321fc525,0b7e128c-f459-4d22-815f-0e5edbf9bf06,2568,3
f5d03633-ba23-4de9-80ea-e5ae1b82acfa,513c3ccb-6937-45ba-8f49-e8b7bb12423a,1368,2
f5d03633-ba23-4de9-80ea-e5ae1b82acfa,6bcfa4f5-5adb-4667-9789-73b22a9a1af9,1327,1
f5d03633-ba23-4de9-80ea-e5ae1b82acfa,c792a57c-917b-4ecf-8e8f-c89f26361d6b,2406,3
d56c4db0-7934-4d78-a43e-f606e2ebe9d2,651afcc4-0f76-4a75-bfde-3a06870320af,621,1
d56c4db0-7934-4d78-a43e-f606e2ebe9d2,c5881d54-2dac-4a3e-ae5f-96e274ef6ff3,847,2
d56c4db0-7934-4d78-a43e-f606e2ebe9d2,316c680a-a233-4552-a65b-c1e913f033d9,3906,3
9197581a-d64d-40ee-964b-f6c1822fd28f,b73da8f1-6805-465c-813c-48d491331849,979,1
9197581a-d64d-40ee-964b-f6c1822fd28f,0222b6a7-350c-46b2-95fd-a3e1c61ee847,2625,2
9197581a-d64d-40ee-964b-f6c1822fd28f,23131082-f9bf-4ab5-91b3-23111c4bf241,2735,3
563a183d-5d94-4e7f-810c-b5bf6d28a766,c792a57c-917b-4ecf-8e8f-c89f26361d6b,538,1
563a183d-5d94-4e7f-810c-b5bf6d28a766,9429f910-1d6b-4e52-8bb4-6f331d21e7ee,8329,2
563a183d-5d94-4e7f-810c-b5bf6d28a766,51d1fd1e-9f9f-4306-86ce-b481ea158cbc,9839,3
9b09549f-3f66-4a26-beda-db793cd49363,2fb90cc1-38d3-4aa7-951c-b9a823a63822,11719,1
a7a55e1e-6078-4457-89fd-ab69814da42e,f7412e93-8fb4-4abf-a298-8fb0876a97f5,2869,1
a7a55e1e-6078-4457-89fd-ab69814da42e,4ea23bde-9f03-4e96-871d-59276323e1c2,4142,2
85495887-5439-4f49-82a9-8e0a031b9dc4,ee9e81d8-fc1f-4eb0-96f1-ffb8de6628ee,1287,1
